# Language file for DOL
# Language used : ITALIAN
#
# #-Beginning and Empty lines are ignored
# TABS are ignored at the left of ':' too.
# {0} etc. are for args, don't remove them !
#
# Please try to keep ID's alphabetical order

# LANGUAGEMGR
System.LanguagesName.English:				Inglese
GamePlayer.CommandNpcAttack.TooFarAwayForPet:			Il tuo bersaglio e' troppo lontano per poter essere attaccato dal tuo pet!
GamePlayer.CommandNpcGoTarget.MustSelectDestination:	Devi scegliere una destinazione per il tuo pet.
GamePlayer.CraftItem.DontHaveAbilityMake:	Non hai l'abilita' di costruire questo oggetto.
GamePlayer.CurrentTitle.TitleCleared:		Il tuo titolo e' stato reimpostato.
GamePlayer.Die.CorpseLies:					{0} e' morto. {1} cadavere giace sul terreno.
GamePlayer.Die.DeadRVR:						Sei morto combattendo per il tuo reame e non perdi esperienza!
GamePlayer.Die.DeathN1:						Questa e' la tua prima morte per questo livello. La tua perdita di esperienza e costituzione sono notevolmente ridotte.
GamePlayer.Die.DeathN2:						Questa e' la tua seconda morte per questo livello. La tua perdita di esperienza e costituzione sono ridotte.
GamePlayer.Die.DuelDefeated:				{0} e' stato sconfitto in duello da {1} !
GamePlayer.Die.Killed:						{0} e' stato ucciso !
GamePlayer.Die.KilledBy:					{0} e' stato ucciso da {1}.
GamePlayer.Die.KilledByLocation:			{0} e' stato ucciso da {1} a {2}.
GamePlayer.Die.KilledLocation:				{0} e' stato ucciso a {1} !
GamePlayer.Die.LoseExperience:				Perdi un po' di esperienza!
GamePlayer.Die.ReleaseToReturn:				Sei stato ucciso.  Digita '/release' per ritornare al tuo ultimo punto di rinascita.
GamePlayer.Die.YouKilled:					Hai ucciso {0}!
GamePlayer.DrowningTimerCallback.CannotBreath:				Non puoi respirare sottacqua e subisci un danno!
GamePlayer.DrowningTimerCallback.Take5%Damage:				Subisci il 5% dei tuoi punti ferita massimi di danno.
GamePlayer.DuelStop.DuelEnds:				Il tuo duello e' finito!
GamePlayer.GainBountyPoints.YouGet:			Ottieni {0} punti taglia!
GamePlayer.GainExperience.CampBonus:			({0} camp bonus)
GamePlayer.GainExperience.CannotRaise:		Non puoi reclamare il livello 6 finche' non scegli una classe!
GamePlayer.GainExperience.GroupBonus:			({0} group bonus)
GamePlayer.GainExperience.OutpostBonus:			({0} outpost bonus)
GamePlayer.GainExperience.TalkToTrainer:	Parla con il tuo allenatore per ricevere maggiori informazioni.
GamePlayer.GainExperience.YouGet:			Ottieni {0} punti esperienza.
GamePlayer.GainRealmPoints.Earned:			{0} ha guadagnato 1.000.000 di punti reame a {1}
GamePlayer.GainRealmPoints.GainBonus:		Ottieni un bonus di +{0} in tutte le specializzazioni!
GamePlayer.GainRealmPoints.GainedLevel:		Hai ottenuto un livello reame!
GamePlayer.GainRealmPoints.GainedRank:		Hai ottenuto un nuovo rango e titolo reame!
GamePlayer.GainRealmPoints.NewRealmTitle:	Il tuo nuovo titolo reame e' {0}!
GamePlayer.GainRealmPoints.ReachedRank:		{0} ha raggiunto il rango reame {1:#L#} a {2}!
GamePlayer.GainRealmPoints.YouGet:			Ottieni {0} punti reame!
GamePlayer.GetExamineMessages.EnemyRealmMember:		Esamini {0}. {1} e' un membro di un reame nemico!
GamePlayer.GetExamineMessages.NeutralMember:		Esamini {0}. {1} e' un membro neutrale senza alleanza di gilda.
GamePlayer.GetExamineMessages.OtherGuildMember:		Esamini {0}. {1} e' un membro della gilda {2}.
GamePlayer.GetExamineMessages.RealmMember:		Esamini {0}. {1} e' un membro della classe {2} nel tuo reame.
GamePlayer.GetExamineMessages.YouExamine:		Esamini {0}.
GamePlayer.GetExamineMessages.YourGuildMember:		Esamini {0}. {1} e' un membro della classe {2} nella tua gilda.
GamePlayer.IsCloakHoodUp.NowWear:			Abbassi il cappuccio sul tuo capo.
GamePlayer.IsCloakHoodUp.NoLongerWear:		Alzi il cappuccio dal tuo capo.
GamePlayer.IsCloakInvisible.Visible:			Ora vedrai il tuo mantello.
GamePlayer.IsCloakInvisible.Invisible:			Ora non vedrai il tuo mantello.
GamePlayer.IsHelmInvisible.Visible:			Ora vedrai il tuo elmo.
GamePlayer.IsHelmInvisible.Invisible:			Ora non vedrai il tuo elmo.
GamePlayer.IsOnHorse.DismountSteed:			Smonti dalla cavalcatura.
GamePlayer.IsOnHorse.MountSteed:			Monti sulla cavalcatura.
GamePlayer.OnItemEquipped.Magic:			La magia di {0} scorre dentro di te.
GamePlayer.OnItemEquipped.WieldBothHands:		Impugni {0} con entrambe le mani.
GamePlayer.OnItemEquipped.WieldLeftHand:		Impugni {0} nella tua mano sinistra.
GamePlayer.OnItemEquipped.WieldRightHand:		Impugni {0} nella tua mano destra.
GamePlayer.OnItemUnequipped.BothHandsFree:		Rinfoderi {0}. Entrambe le tue mani sono ora libere.
GamePlayer.OnItemUnequipped.LeftHandFree:		Rinfoderi {0} dalla tua mano sinistra.
GamePlayer.OnItemUnequipped.RightHandFree:		Rinfoderi {0} dalla tua mano destra.
GamePlayer.OnLevelUp.YouRaise:				Il tuo livello sale a {0}!
GamePlayer.OnLevelUp.YouAchived:			Hai raggiunto il livello {0}!
GamePlayer.OnLevelUp.FreeLevelEligible:		Ora puoi acquisire un livello gratuito! Clicca sul tuo allenatore per riceverlo (oppure digita '/freelevel decline' per rinunciare al livello gratuito).
GamePlayer.OnLevelUp.Reached:				{0} ha raggiunto il livello {1} a {2}!
GamePlayer.OnLevelUp.StatRaise:				Le tue statistiche aumentano!
GamePlayer.OnLevelUp.AttainedRank:			Sei stato eletto al rango {0}!
GamePlayer.OnLevelUp.YouGetSpec:			Hai ottenuto altri {0} punti specializzazione da spendere in questo livello!
GamePlayer.OnLevelUp.HitsRaise:				I tuoi punti ferita aumentano di {0}.
GamePlayer.OnLevelUp.PowerRaise:			I tuoi punti potere aumentano di {0}.
GamePlayer.OnLevelUp.SecondStage:			Sali al livello {0} Stage 2!
GamePlayer.OnLinkdeath.Linkdead:			{0} ha perso la connessione!
GamePlayer.OnPlayerMove.InterruptCrafting:	Ti muovi e interrompi la costruzione.
GamePlayer.OnPlayerMove.CannotCallMount:	Ti muovi e non puoi chiamare la tua cavalcatura.
GamePlayer.OnSkillTrained.YouSpend:			Spendi {0} punti e ti specializzi maggiormente in {1}
GamePlayer.OnSkillTrained.YouHave:			Ti sono rimasti {0} punti di specializzazione per questo livello.
GamePlayer.OnSkillTrained.TrainsInVarious:	{0} impara in varie specializzazioni.
GamePlayer.OpenSelfCraft.AlreadySelfCrafting:			Stai gia' costruendo.
GamePlayer.OpenSelfCraft.CanOnlyCraftBackpack:			Puoi costruire solamente oggetti nel tuo zaino!
GamePlayer.PickupObject.Autosplit:			(Autosplit) {0} assegnato a {1}.
GamePlayer.PickupObject.BackpackFull:			Il tuo zaino e' pieno. Devi prima lasciare qualcosa.
GamePlayer.PickupObject.CantGetThat:			Non puoi prenderlo!
GamePlayer.PickupObject.GroupMemberPicksUp:		{0} raccoglie {1}.
GamePlayer.PickupObject.LootDoesntBelongYou:		Questo oggetto non ti appartiene - non puoi raccoglierlo.
GamePlayer.PickupObject.MustHaveTarget:			Devi avere un bersaglio per raccogliere qualcosa!
GamePlayer.PickupObject.NoOneGroupWantsMoney:		Nessuno nel gruppo vuole denaro.
GamePlayer.PickupObject.NoOneWantsThis:			Nessuno nel gruppo vuole l'oggetto {0}.
GamePlayer.PickupObject.ObjectTooFarAway:		L'oggetto {0} e' troppo lontano per essere raccolto!
GamePlayer.PickupObject.TooFarFromBoat:			Sei troppo lontano dalla nave per salirvi!
GamePlayer.PickupObject.YouGet:				Prendi {0} e lo metti nel tuo zaino.
GamePlayer.PickupObject.YouPickUp:			Raccogli {0}.
GamePlayer.PickupObject.YourLootShare:			La tua parte di bottino e' {0}.
GamePlayer.Pray.CantPrayNow:				Non puoi pregare adesso!
GamePlayer.Pray.NeedTarget:					Devi selezionare una tomba sulla quale pregare!
GamePlayer.Pray.SelectGrave:				Seleziona la tua tomba sulla quale pregare!
GamePlayer.Pray.MustGetCloser:				Devi avvicinarti di piu' alla tua tomba per sederti e pregare!
GamePlayer.Pray.MustStandingStill:			Devi essere in piedi per pregare.
GamePlayer.Pray.AlreadyPraying:				Stai gia' pregando!
GamePlayer.Pray.Begin:						Incominci le tue preghiere!
GamePlayer.Pray.GainBack:					Preghi sulla tua tomba e recuperi l'esperienza perduta!
GamePlayer.Pronoun.Male.Subjective:			lui
GamePlayer.Pronoun.Male.Possessive:			suo
GamePlayer.Pronoun.Male.Objective:			lo
GamePlayer.Pronoun.Female.Subjective:		lei
GamePlayer.Pronoun.Female.Possessive:		suo
GamePlayer.Pronoun.Female.Objective:		la
GamePlayer.Quit.CantQuitCrafting:			Non puoi uscire mentre costruisci.
GamePlayer.Quit.CantQuitDead:				Non puoi uscire adesso, sei morto.  Digita '/release' per rilasciare il tuo cadavere.
GamePlayer.Quit.CantQuitMount:				Devi smontare prima di uscire.
GamePlayer.Quit.CantQuitStanding:			Devi rimanere ancora in piedi per uscire.
GamePlayer.Quit.RecentlyInCombat:			Sei stato recentemente in combattimento e devi aspettare ancora per poter uscire.
GamePlayer.Quit.YouWillQuit1:				Uscirai dopo essere rimasto seduto per {0} secondi...
GamePlayer.Quit.YouWillQuit2:				Uscirai dopo essere rimasto seduto per {0} secondi.  Digita '/stand' oppure muoviti se non vuoi uscire.
GamePlayer.RealmTitle.UnknownRealm:			Reame non valido
GamePlayer.ReceiveTradeItem.StillSelfcrafting:	Stai gia' costruendo.
GamePlayer.ReceiveTradeItem.CantTrade:		Non puoi vendere questo oggetto!
GamePlayer.RefreshSpec.YouLearn:			Impari lo stile di combattimento {0} !
GamePlayer.RefreshSpec.AfterStyle:			Questo stile puo' essere usato solamente dopo {0}.
GamePlayer.RefreshSpec.AfterMissed:			Questo stile e' usato meglio dopo che il tuo ultimo attacco e' stato mancato.
GamePlayer.RefreshSpec.AfterParried:		Questo stile e' usato meglio dopo che il tuo ultimo attacco e' stato parato.
GamePlayer.RefreshSpec.AfterBlocked:		Questo stile e' usato meglio dopo che il tuo ultimo attacco e' stato bloccato.
GamePlayer.RefreshSpec.AfterEvaded:			Questo stile e' usato meglio dopo che il tuo ultimo attacco e' stato schivato.
GamePlayer.RefreshSpec.AfterFumbles:		Questo stile e' usato meglio dopo che il tuo ultimo attacco e' stato annaspato.
GamePlayer.RefreshSpec.TargetMisses:		Questo stile e' usato meglio dopo che l'ultimo attacco del tuo bersaglio e' stato mancato.
GamePlayer.RefreshSpec.TargetHits:			Questo stile e' usato meglio dopo che l'ultimo attacco del tuo bersaglio ti colpisce.
GamePlayer.RefreshSpec.TargetParried:		Questo stile e' usato meglio dopo che l'ultimo attacco del tuo bersaglio e' stato parato.
GamePlayer.RefreshSpec.TargetBlocked:		Questo stile e' usato meglio dopo che l'ultimo attacco del tuo bersaglio e' stato bloccato.
GamePlayer.RefreshSpec.TargetEvaded:		Questo stile e' usato meglio dopo che l'ultimo attacco del tuo bersaglio e' stato schivato.
GamePlayer.RefreshSpec.TargetFumbles:		Questo stile e' usato meglio dopo che l'ultimo attacco del tuo bersaglio e' stato annaspato.
GamePlayer.RefreshSpec.TargetStyle:			Questo stile e' usato meglio dopo che l'ultimo attacco del tuo bersaglio e' uno stile di combattimento.
GamePlayer.Release.NotDead:					Non sei morto!
GamePlayer.Release.CantReleaseDuel:			Non puoi modificare il tuo rilascio durante un duello!
GamePlayer.Release.NoLongerReleaseAuto:		Non verrai piu' rilasciato automaticamente. (ancora {0} secondi)
GamePlayer.Release.WillReleaseAuto:			Ora verrai rilasciato automaticamente tra {0} secondi!
GamePlayer.Release.WillReleaseAutoCity:		Ora verrai rilasciato automaticamente nella tua citta' di appartenenza tra {0} secondi!
GamePlayer.Release.YouRelease:				Rilasci il tuo corpo nella morte.
GamePlayer.Release.GraveErected:			Una tomba e' stata eretta dove sei caduto.
GamePlayer.Release.ReturnToPray:			Ritorna qui e digita '/pray' sulla tua tomba per recuperare l'esperienza perduta.
GamePlayer.Release.LostConstitution:		Hai perso costituzione, vai da un guaritore per recuperarla!
GamePlayer.Release.SurroundingChange:		Il paesaggio intorno a te cambia improvvisamente!
GamePlayer.Release.NoValidBindpoint:		Non hai impostato un punto di rinascita valido! Rinascerai qui!
GamePlayer.Release.WillReleaseIn:			Sarai rilasciato automaticamente tra {0} secondi.
GamePlayer.RemoveSpecialization.YouLose:	Perdi lo stile {0} !
GamePlayer.RemoveSpellLine.YouLose:			Perdi gli incantesimi {0} !
GamePlayer.RemoveAbility.YouLose:			Perdi l'abilita' {0} !
GamePlayer.SaveIntoDatabase.CharacterSaved:	Il tuo personaggio e' stato salvato.
GamePlayer.Say.YouSay:					Dici, "{0}"
GamePlayer.SayReceive.Says:				{0} dice, "{1}"
GamePlayer.SayReceive.FalseLanguage:			{0} dice qualcosa in un linguaggio che non comprendi.
GamePlayer.SendReceive.sends:				{0} dice, {1}
GamePlayer.SendReceive.FalseLanguage:			{0} dice qualcosa in una lingua che non capisci.
GamePlayer.SendReceive.Afk:				{0} e' attualmente AFK.
GamePlayer.SendReceive.AfkMessage:			<AFK> {0} dice, "{1}"
GamePlayer.Send.target.DontUnderstandYou:		{0} sembra che non ti capisca!
GamePlayer.Send.YouSendTo:				Dici, "{0}" a {1}.
GamePlayer.SetControlledNpc.ReleaseTarget:				Rilasci il controllo del tuo bersaglio.
GamePlayer.Shade.AlreadyShade:				Sei gia' un'ombra!
GamePlayer.Shade.NoLongerShade:				Non sei piu' un'ombra!
GamePlayer.Sit.AlreadySitting:				Sei gia' seduto!
GamePlayer.Sit.CantSitDead:					Non puoi sederti quando sei morto!
GamePlayer.Sit.CantSitStunned:				Non puoi riposarti quando sei bloccato!
GamePlayer.Sit.CantSitMezzed:				Non puoi riposarti quando sei incantato!
GamePlayer.Sit.InterruptCallMount:			Tenti di sederti e interrompi la chiamata della cavalcatura!
GamePlayer.Sit.MustDismount:				Devi prima smontare dalla cavalcatura.
GamePlayer.Sit.MustStandingStill:			Devi rimanere ancora in piedi prima di poterti sedere.
GamePlayer.Sit.NoLongerWaitingQuit:			Non stai piu' aspettando di uscire.
GamePlayer.Sit.NotSitting:					Non sei seduto!
GamePlayer.Sit.YouSitDown:					Ti siedi.  Digita '/stand' oppure muoviti per alzarti.
GamePlayer.Sit.YouStandUp:					Ti alzi.
GamePlayer.Spell.NotEnoughPowerful:			Non sei abbastanza potente da poter utilizzare l'incantesimo di questo oggetto.
GamePlayer.Spell.NotImplemented:			{0} ({1}) non ancora implementato su questo server.
GamePlayer.Spell.Proc.NotImplemented:		L'effetto reattivo con ID {0} non e' ancora implementato su questo server.
GamePlayer.Sprint.CantSprintDead:			Non puoi scattare quando sei morto!
GamePlayer.Sprint.CantSprintHidden:			Non puoi scattare mentre sei invisibile!
GamePlayer.Sprint.NoLongerReady:			Smetti di scattare.
GamePlayer.Sprint.PrepareSprint:			Ti prepari a scattare!
GamePlayer.Sprint.TooFatigued:				Sei troppo affaticato per scattare!
GamePlayer.StartAttack.CannotMelee:			Non puoi entrare in corpo-a-corpo con uno strumento musicale!
GamePlayer.StartAttack.CannotWithoutWeapon:	Non puoi entrare in combattimento senza un'arma!
GamePlayer.StartAttack.CantAttackmesmerized:Non puoi attaccare quando sei incantato!
GamePlayer.StartAttack.CantAttackStunned:	Non puoi attaccare quando sei bloccato!
GamePlayer.StartAttack.CantUseQuiver:		Non puoi utilizzare i colpi della faretra con quest'arma!
GamePlayer.StartAttack.CombatNoTarget:		Entri in combattimento ma non hai alcun bersaglio selezionato!
GamePlayer.StartAttack.CombatTarget:		Entri in combattimento e selezioni [{0}]
GamePlayer.StartAttack.SelectQuiver:		Devi selezionare lo slot della faretra da usare!
GamePlayer.StartAttack.SpellCancelled:		Il tuo incantesimo e' stato annullato!
GamePlayer.StartAttack.TargetInRange:		, il bersaglio e' nel raggio
GamePlayer.StartAttack.TargetOutOfRange:	, il bersaglio e' fuori dal raggio
GamePlayer.StartAttack.TiredShot:			Sei troppo stanco per poter effettuare un colpo critico!
GamePlayer.StartAttack.TiredUse:			Sei troppo stanco per poter usare {0}!
GamePlayer.StartAttack.YouCantCombat:		Non puoi entrare in combattimento quando giaci a terra!
GamePlayer.StartAttack.YouMustWait:			Devi aspettare altri {0} secondi per tentare un nuovo attacco!
GamePlayer.StartAttack.YouMustWaitAgain:	Devi aspettare altri {0} secondi prima di poter attaccare nuovamente.
